,Individual,Site,Date_Collected,Date_Processed,Algal_#,Algae_wt_(g),Eyespot,OMU_size,Magnification,Scope,Initials,Size,Julian_Day
4417,SH_13Jun12_271,SH,13-Jun-12,28-Feb-14,4,0.0059,1.0,26.0,3.0,H,NM,0.8665799999999999,165
4418,SH_13Jun12_254,SH,13-Jun-12,21-Feb-14,1,0.0097,0.0,30.0,3.0,H,NM,0.9999,165
4419,SH_24June12_1,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,4.0,25.0,W,RTW,0.7272,176
4420,SH_24June12_10,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,12.0,1.2,H,RTW,0.96,176
4421,SH_24June12_11,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,15.0,1.2,H,RTW,1.2,176
4422,SH_24June12_12,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,12.0,1.2,H,RTW,0.96,176
4423,SH_24June12_13,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,13.0,2.0,H,RTW,0.65,176
4424,SH_24June12_14,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,10.0,2.0,H,RTW,0.5,176
4425,SH_24June12_15,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,17.0,2.0,H,RTW,0.85,176
4426,SH_24June12_16,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,13.0,2.0,H,RTW,0.65,176
4427,SH_24June12_17,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,20.0,2.0,H,RTW,1.0,176
4428,SH_24June12_18,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,25.0,2.0,H,RTW,1.25,176
4429,SH_24June12_19,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,18.0,2.0,H,RTW,0.9,176
4430,SH_24June12_2,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,5.5,25.0,W,RTW,0.9999,176
4431,SH_24June12_20,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,20.0,2.0,H,RTW,1.0,176
4432,SH_24June12_21,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,22.0,2.0,H,RTW,1.1,176
4433,SH_24June12_22,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,23.0,2.0,H,RTW,1.15,176
4434,SH_24June12_23,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,20.0,2.0,H,RTW,1.0,176
4435,SH_24June12_24,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,18.0,2.0,H,RTW,0.9,176
4436,SH_24June12_25,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,25.0,2.0,H,RTW,1.25,176
4437,SH_24June12_26,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,13.0,2.0,H,RTW,0.65,176
4438,SH_24June12_27,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,25.0,2.0,H,RTW,1.25,176
4439,SH_24June12_28,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,23.0,2.0,H,RTW,1.15,176
4440,SH_24June12_29,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,21.0,2.0,H,RTW,1.05,176
4441,SH_24June12_3,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,6.5,25.0,W,RTW,1.1817,176
4442,SH_24June12_30,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,17.0,2.0,H,RTW,0.85,176
4443,SH_24June12_31,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,14.0,2.0,H,RTW,0.7,176
4444,SH_24June12_32,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,16.0,2.0,H,RTW,0.8,176
4445,SH_24June12_33,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,27.0,2.0,H,RTW,1.35,176
4446,SH_24June12_34,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,10.0,2.0,H,RTW,0.5,176
4447,SH_24June12_35,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,11.0,2.0,H,RTW,0.55,176
4448,SH_24June12_36,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,8.0,2.0,H,RTW,0.4,176
4449,SH_24June12_37,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,10.0,2.0,H,RTW,0.5,176
4450,SH_24June12_4,SH,24-Jun-12,20-Feb-14,1,1.8617,1.0,4.5,25.0,W,RTW,0.8181,176
4451,SH_24June12_5,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,5.5,25.0,W,RTW,0.9999,176
4452,SH_24June12_6,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,13.0,1.2,H,RTW,1.04,176
4453,SH_24June12_7,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,10.0,1.2,H,RTW,0.8,176
4454,SH_24June12_8,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,12.0,1.2,H,RTW,0.96,176
4455,SH_24June12_9,SH,24-Jun-12,20-Feb-14,1,1.8617,0.0,10.0,1.2,H,RTW,0.8,176
4456,SH_24June12_100,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.1,6.0,W,RTW,0.78573,176
4457,SH_24June12_101,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.5,6.0,W,RTW,1.07145,176
4458,SH_24June12_102,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.6,6.0,W,RTW,0.42858,176
4459,SH_24June12_103,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.9,6.0,W,RTW,0.6428699999999999,176
4460,SH_24June12_104,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4461,SH_24June12_105,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.7,6.0,W,RTW,0.5000100000000001,176
4462,SH_24June12_106,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.7,6.0,W,RTW,0.5000100000000001,176
4463,SH_24June12_107,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.8,6.0,W,RTW,0.57144,176
4464,SH_24June12_108,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.2,6.0,W,RTW,0.85716,176
4465,SH_24June12_109,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.8,6.0,W,RTW,0.57144,176
4466,SH_24June12_110,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4467,SH_24June12_111,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4468,SH_24June12_112,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.9,6.0,W,RTW,0.6428699999999999,176
4469,SH_24June12_113,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4470,SH_24June12_114,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.1,6.0,W,RTW,0.78573,176
4471,SH_24June12_115,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.1,6.0,W,RTW,0.78573,176
4472,SH_24June12_116,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.9,6.0,W,RTW,0.6428699999999999,176
4473,SH_24June12_117,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.9,6.0,W,RTW,0.6428699999999999,176
4474,SH_24June12_118,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.8,6.0,W,RTW,0.57144,176
4475,SH_24June12_119,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.6,6.0,W,RTW,0.42858,176
4476,SH_24June12_120,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.7,6.0,W,RTW,0.5000100000000001,176
4477,SH_24June12_121,SH,24-Jun-12,26-Feb-14,2,0.0062,1.0,1.4,6.0,W,RTW,1.0000200000000001,176
4478,SH_24June12_122,SH,24-Jun-12,26-Feb-14,2,0.0062,0.0,1.3,6.0,W,RTW,0.9285899999999999,176
4479,SH_24June12_123,SH,24-Jun-12,26-Feb-14,2,0.0062,0.0,1.6,6.0,W,RTW,1.14288,176
4480,SH_24June12_124,SH,24-Jun-12,26-Feb-14,2,0.0062,0.0,0.7,6.0,W,RTW,0.5000100000000001,176
4481,SH_24June12_125,SH,24-Jun-12,26-Feb-14,2,0.0062,0.0,1.3,6.0,W,RTW,0.9285899999999999,176
4482,SH_24June12_126,SH,24-Jun-12,26-Feb-14,2,0.0062,0.0,0.8,6.0,W,RTW,0.57144,176
4483,SH_24June12_127,SH,24-Jun-12,26-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4484,SH_24June12_128,SH,24-Jun-12,26-Feb-14,2,0.0062,0.0,0.8,6.0,W,RTW,0.57144,176
4485,SH_24June12_129,SH,24-Jun-12,26-Feb-14,2,0.0062,0.0,0.9,6.0,W,RTW,0.6428699999999999,176
4486,SH_24June12_130,SH,24-Jun-12,26-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4487,SH_24June12_131,SH,24-Jun-12,26-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4488,SH_24June12_132,SH,24-Jun-12,26-Feb-14,2,0.0062,0.0,0.5,6.0,W,RTW,0.35715,176
4489,SH_24June12_133,SH,24-Jun-12,26-Feb-14,2,0.0062,0.0,0.9,6.0,W,RTW,0.6428699999999999,176
4490,SH_24June12_134,SH,24-Jun-12,26-Feb-14,2,0.0062,0.0,0.8,6.0,W,RTW,0.57144,176
4491,SH_24June12_135,SH,24-Jun-12,26-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4492,SH_24June12_38,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4493,SH_24June12_39,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4494,SH_24June12_40,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,0.9,6.0,W,RTW,0.6428699999999999,176
4495,SH_24June12_41,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4496,SH_24June12_42,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,1.2,6.0,W,RTW,0.85716,176
4497,SH_24June12_43,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,0.8,6.0,W,RTW,0.57144,176
4498,SH_24June12_44,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4499,SH_24June12_45,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,1.2,6.0,W,RTW,0.85716,176
4500,SH_24June12_46,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,0.8,6.0,W,RTW,0.57144,176
4501,SH_24June12_47,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,1.1,6.0,W,RTW,0.78573,176
4502,SH_24June12_48,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,1.3,6.0,W,RTW,0.9285899999999999,176
4503,SH_24June12_49,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,0.7,6.0,W,RTW,0.5000100000000001,176
4504,SH_24June12_50,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4505,SH_24June12_51,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,1.2,6.0,W,RTW,0.85716,176
4506,SH_24June12_52,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4507,SH_24June12_53,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,1.1,6.0,W,RTW,0.78573,176
4508,SH_24June12_54,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,0.9,6.0,W,RTW,0.6428699999999999,176
4509,SH_24June12_55,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,0.9,6.0,W,RTW,0.6428699999999999,176
4510,SH_24June12_56,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4511,SH_24June12_57,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,0.8,6.0,W,RTW,0.57144,176
4512,SH_24June12_58,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,0.8,6.0,W,RTW,0.57144,176
4513,SH_24June12_59,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,0.7,6.0,W,RTW,0.5000100000000001,176
4514,SH_24June12_60,SH,24-Jun-12,20-Feb-14,2,0.0062,0.0,1.2,6.0,W,RTW,0.85716,176
4515,SH_24June12_61,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.3,6.0,W,RTW,0.9285899999999999,176
4516,SH_24June12_62,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4517,SH_24June12_63,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4518,SH_24June12_64,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.2,6.0,W,RTW,0.85716,176
4519,SH_24June12_65,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.2,6.0,W,RTW,0.85716,176
4520,SH_24June12_66,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.8,6.0,W,RTW,0.57144,176
4521,SH_24June12_67,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.5,6.0,W,RTW,1.07145,176
4522,SH_24June12_68,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.4,6.0,W,RTW,1.0000200000000001,176
4523,SH_24June12_69,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4524,SH_24June12_70,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.3,6.0,W,RTW,0.9285899999999999,176
4525,SH_24June12_71,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4526,SH_24June12_72,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.7,6.0,W,RTW,0.5000100000000001,176
4527,SH_24June12_73,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4528,SH_24June12_74,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.1,6.0,W,RTW,0.78573,176
4529,SH_24June12_75,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4530,SH_24June12_76,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4531,SH_24June12_77,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.1,6.0,W,RTW,0.78573,176
4532,SH_24June12_78,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.8,6.0,W,RTW,0.57144,176
4533,SH_24June12_79,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4534,SH_24June12_80,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.8,6.0,W,RTW,0.57144,176
4535,SH_24June12_81,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.8,6.0,W,RTW,0.57144,176
4536,SH_24June12_82,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.1,6.0,W,RTW,0.78573,176
4537,SH_24June12_83,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.7,6.0,W,RTW,0.5000100000000001,176
4538,SH_24June12_84,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.6,6.0,W,RTW,0.42858,176
4539,SH_24June12_85,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.3,6.0,W,RTW,0.9285899999999999,176
4540,SH_24June12_86,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4541,SH_24June12_87,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4542,SH_24June12_88,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.1,6.0,W,RTW,0.78573,176
4543,SH_24June12_89,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.7,6.0,W,RTW,0.5000100000000001,176
4544,SH_24June12_90,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.2,6.0,W,RTW,0.85716,176
4545,SH_24June12_91,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4546,SH_24June12_92,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.7,6.0,W,RTW,0.5000100000000001,176
4547,SH_24June12_93,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.9,6.0,W,RTW,0.6428699999999999,176
4548,SH_24June12_94,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.8,6.0,W,RTW,0.57144,176
4549,SH_24June12_95,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.8,6.0,W,RTW,0.57144,176
4550,SH_24June12_96,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4551,SH_24June12_97,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.8,6.0,W,RTW,0.57144,176
4552,SH_24June12_98,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,1.0,6.0,W,RTW,0.7143,176
4553,SH_24June12_99,SH,24-Jun-12,25-Feb-14,2,0.0062,0.0,0.7,6.0,W,RTW,0.5000100000000001,176
4554,SH_24June12_136,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,2.0,6.0,W,RTW,1.4286,176
4555,SH_24June12_137,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.1,6.0,W,RTW,0.78573,176
4556,SH_24June12_138,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.2,6.0,W,RTW,0.85716,176
4557,SH_24June12_139,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.3,6.0,W,RTW,0.9285899999999999,176
4558,SH_24June12_140,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.2,6.0,W,RTW,0.85716,176
4559,SH_24June12_141,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,2.0,6.0,W,RTW,1.4286,176
4560,SH_24June12_142,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.4,6.0,W,RTW,1.0000200000000001,176
4561,SH_24June12_143,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.6,6.0,W,RTW,1.14288,176
4562,SH_24June12_144,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,0.8,6.0,W,RTW,0.57144,176
4563,SH_24June12_145,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.2,6.0,W,RTW,0.85716,176
4564,SH_24June12_146,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.6,6.0,W,RTW,1.14288,176
4565,SH_24June12_147,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.4,6.0,W,RTW,1.0000200000000001,176
4566,SH_24June12_148,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.3,6.0,W,RTW,0.9285899999999999,176
4567,SH_24June12_149,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.4,6.0,W,RTW,1.0000200000000001,176
4568,SH_24June12_150,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.0,6.0,W,RTW,0.7143,176
4569,SH_24June12_151,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.2,6.0,W,RTW,0.85716,176
4570,SH_24June12_152,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.2,6.0,W,RTW,0.85716,176
4571,SH_24June12_153,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.7,6.0,W,RTW,1.21431,176
4572,SH_24June12_154,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,0.9,6.0,W,RTW,0.6428699999999999,176
4573,SH_24June12_155,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.3,6.0,W,RTW,0.9285899999999999,176
4574,SH_24June12_156,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.3,6.0,W,RTW,0.9285899999999999,176
4575,SH_24June12_157,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.0,6.0,W,RTW,0.7143,176
4576,SH_24June12_158,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.7,6.0,W,RTW,1.21431,176
4577,SH_24June12_159,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.6,6.0,W,RTW,1.14288,176
4578,SH_24June12_160,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.2,6.0,W,RTW,0.85716,176
4579,SH_24June12_161,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.0,6.0,W,RTW,0.7143,176
4580,SH_24June12_162,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.5,6.0,W,RTW,1.07145,176
4581,SH_24June12_163,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.5,6.0,W,RTW,1.07145,176
4582,SH_24June12_164,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.5,6.0,W,RTW,1.07145,176
4583,SH_24June12_165,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.1,6.0,W,RTW,0.78573,176
4584,SH_24June12_166,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.5,6.0,W,RTW,1.07145,176
4585,SH_24June12_167,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.1,6.0,W,RTW,0.78573,176
4586,SH_24June12_168,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.4,6.0,W,RTW,1.0000200000000001,176
4587,SH_24June12_169,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.2,6.0,W,RTW,0.85716,176
4588,SH_24June12_170,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.5,6.0,W,RTW,1.07145,176
4589,SH_24June12_171,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.7,6.0,W,RTW,1.21431,176
4590,SH_24June12_172,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.4,6.0,W,RTW,1.0000200000000001,176
4591,SH_24June12_173,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,0.9,6.0,W,RTW,0.6428699999999999,176
4592,SH_24June12_174,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,2.0,6.0,W,RTW,1.4286,176
4593,SH_24June12_175,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,0.8,6.0,W,RTW,0.57144,176
4594,SH_24June12_176,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.5,6.0,W,RTW,1.07145,176
4595,SH_24June12_177,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.7,6.0,W,RTW,1.21431,176
4596,SH_24June12_178,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.0,6.0,W,RTW,0.7143,176
4597,SH_24June12_179,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.3,6.0,W,RTW,0.9285899999999999,176
4598,SH_24June12_180,SH,24-Jun-12,26-Feb-14,3,0.0047,0.0,1.4,6.0,W,RTW,1.0000200000000001,176
4599,SH_24June12_181,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.0,6.0,W,RTW,0.7143,176
4600,SH_24June12_182,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.1,6.0,W,RTW,0.78573,176
4601,SH_24June12_183,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,0.9,6.0,W,RTW,0.6428699999999999,176
4602,SH_24June12_184,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.3,6.0,W,RTW,0.9285899999999999,176
4603,SH_24June12_185,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.0,6.0,W,RTW,0.7143,176
4604,SH_24June12_186,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.0,6.0,W,RTW,0.7143,176
4605,SH_24June12_187,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,0.9,6.0,W,RTW,0.6428699999999999,176
4606,SH_24June12_188,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.0,6.0,W,RTW,0.7143,176
4607,SH_24June12_189,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,0.7,6.0,W,RTW,0.5000100000000001,176
4608,SH_24June12_190,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.2,6.0,W,RTW,0.85716,176
4609,SH_24June12_191,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.4,6.0,W,RTW,1.0000200000000001,176
4610,SH_24June12_192,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.8,6.0,W,RTW,1.2857399999999999,176
4611,SH_24June12_193,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.1,6.0,W,RTW,0.78573,176
4612,SH_24June12_194,SH,24-Jun-12,4-Mar-14,3,0.0047,1.0,1.0,6.0,W,RTW,0.7143,176
4613,SH_24June12_195,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.0,6.0,W,RTW,0.7143,176
4614,SH_24June12_196,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.3,6.0,W,RTW,0.9285899999999999,176
4615,SH_24June12_197,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,0.6,6.0,W,RTW,0.42858,176
4616,SH_24June12_198,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,0.7,6.0,W,RTW,0.5000100000000001,176
4617,SH_24June12_199,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.0,6.0,W,RTW,0.7143,176
4618,SH_24June12_200,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.1,6.0,W,RTW,0.78573,176
4619,SH_24June12_201,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,0.7,6.0,W,RTW,0.5000100000000001,176
4620,SH_24June12_202,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.2,6.0,W,RTW,0.85716,176
4621,SH_24June12_203,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.3,6.0,W,RTW,0.9285899999999999,176
4622,SH_24June12_204,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.0,6.0,W,RTW,0.7143,176
4623,SH_24June12_205,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.2,6.0,W,RTW,0.85716,176
4624,SH_24June12_206,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,0.5,6.0,W,RTW,0.35715,176
4625,SH_24June12_207,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.5,6.0,W,RTW,1.07145,176
4626,SH_24June12_208,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.9,6.0,W,RTW,1.35717,176
4627,SH_24June12_209,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.8,6.0,W,RTW,1.2857399999999999,176
4628,SH_24June12_210,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.5,6.0,W,RTW,1.07145,176
4629,SH_24June12_211,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.7,6.0,W,RTW,1.21431,176
4630,SH_24June12_212,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,0.7,6.0,W,RTW,0.5000100000000001,176
4631,SH_24June12_213,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.0,6.0,W,RTW,0.7143,176
4632,SH_24June12_214,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,1.0,6.0,W,RTW,0.7143,176
4633,SH_24June12_215,SH,24-Jun-12,4-Mar-14,3,0.0047,0.0,0.8,6.0,W,RTW,0.57144,176
